ingredient_id,nutrient_id,amount,fdc_id,data_source,created_at
8377a963-eb2c-4b5e-8f3d-71cdf0041ff1,1109,0.47,167702.0,usda,2026-02-04T04:40:40.267768
8377a963-eb2c-4b5e-8f3d-71cdf0041ff1,1165,0.0,167702.0,usda,2026-02-04T04:40:40.267768
8377a963-eb2c-4b5e-8f3d-71cdf0041ff1,1166,0.0,167702.0,usda,2026-02-04T04:40:40.267768
8377a963-eb2c-4b5e-8f3d-71cdf0041ff1,1170,0.0,,usda,2026-02-04T04:40:40.267768
8377a963-eb2c-4b5e-8f3d-71cdf0041ff1,1167,0.0,167702.0,usda,2026-02-04T04:40:40.267768
8377a963-eb2c-4b5e-8f3d-71cdf0041ff1,1175,0.0,167702.0,usda,2026-02-04T04:40:40.267768
8377a963-eb2c-4b5e-8f3d-71cdf0041ff1,1186,0.0,167702.0,usda,2026-02-04T04:40:40.267768
8377a963-eb2c-4b5e-8f3d-71cdf0041ff1,1178,0.0,167702.0,usda,2026-02-04T04:40:40.267768
8377a963-eb2c-4b5e-8f3d-71cdf0041ff1,1180,0.2,167702.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1008,35.0,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1005,8.24,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1079,2.9,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1003,0.64,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1220,0.035,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1221,0.013,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1212,0.034,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1213,0.035,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1214,0.033,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1215,0.006,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1216,0.007,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1217,0.026,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1218,0.016,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1211,0.031,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1210,0.009,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1219,0.036,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1004,0.13,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1269,0.057,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1404,0.0,,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1271,0.0,,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1272,0.0,,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1278,0.0,,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1087,32.0,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1091,28.0,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1092,237.0,168568.0,usda,2026-02-04T04:40:40.267768
29cb2618-d853-46dc-9f79-d9b0346de23c,1093,78.0,168568.0,usda,2026-02-04T04:40:40.267768
