fdc_id,description,food_category_id,nutrient_id,name,amount,unit_name
168151,"Jujube, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G
168153,"Kiwifruit, green, raw",9,1003,Protein,1.14,G
168153,"Kiwifruit, green, raw",9,1004,Total lipid (fat),0.52,G
168153,"Kiwifruit, green, raw",9,1005,"Carbohydrate, by difference",14.66,G
168153,"Kiwifruit, green, raw",9,1008,Energy,61.0,KCAL
168153,"Kiwifruit, green, raw",9,1087,"Calcium, Ca",34.0,MG
168153,"Kiwifruit, green, raw",9,1088,"Chlorine, Cl",0.0,MG
168153,"Kiwifruit, green, raw",9,1089,"Iron, Fe",0.31,MG
168153,"Kiwifruit, green, raw",9,1090,"Magnesium, Mg",17.0,MG
168153,"Kiwifruit, green, raw",9,1091,"Phosphorus, P",34.0,MG
168153,"Kiwifruit, green, raw",9,1092,"Potassium, K",312.0,MG
168153,"Kiwifruit, green, raw",9,1093,"Sodium, Na",3.0,MG
168153,"Kiwifruit, green, raw",9,1095,"Zinc, Zn",0.14,MG
168153,"Kiwifruit, green, raw",9,1098,"Copper, Cu",0.13,MG
168153,"Kiwifruit, green, raw",9,1100,"Iodine, I",0.0,UG
168153,"Kiwifruit, green, raw",9,1101,"Manganese, Mn",0.098,MG
168153,"Kiwifruit, green, raw",9,1103,"Selenium, Se",0.2,UG
168153,"Kiwifruit, green, raw",9,1104,"Vitamin A, IU",87.0,IU
168153,"Kiwifruit, green, raw",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU
168153,"Kiwifruit, green, raw",9,1109,Vitamin E (alpha-tocopherol),1.46,MG
168153,"Kiwifruit, green, raw",9,1165,Thiamin,0.027,MG
168153,"Kiwifruit, green, raw",9,1166,Riboflavin,0.025,MG
168153,"Kiwifruit, green, raw",9,1167,Niacin,0.341,MG
168153,"Kiwifruit, green, raw",9,1170,Pantothenic acid,0.183,MG
168153,"Kiwifruit, green, raw",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG
168153,"Kiwifruit, green, raw",9,1178,Vitamin B-12,0.0,UG
168153,"Kiwifruit, green, raw",9,1180,"Choline, total",7.8,MG
168153,"Kiwifruit, green, raw",9,1186,Folic acid,0.0,UG
168153,"Kiwifruit, green, raw",9,1210,Tryptophan,0.015,G
168153,"Kiwifruit, green, raw",9,1211,Threonine,0.047,G
168153,"Kiwifruit, green, raw",9,1212,Isoleucine,0.051,G
168153,"Kiwifruit, green, raw",9,1213,Leucine,0.066,G
168153,"Kiwifruit, green, raw",9,1214,Lysine,0.061,G
168153,"Kiwifruit, green, raw",9,1215,Methionine,0.024,G
168153,"Kiwifruit, green, raw",9,1217,Phenylalanine,0.044,G
168153,"Kiwifruit, green, raw",9,1219,Valine,0.057,G
168153,"Kiwifruit, green, raw",9,1220,Arginine,0.081,G
168153,"Kiwifruit, green, raw",9,1221,Histidine,0.027,G
168153,"Kiwifruit, green, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G
168153,"Kiwifruit, green, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G
168153,"Kiwifruit, green, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G
168153,"Kiwifruit, green, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G
168153,"Kiwifruit, green, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G
168153,"Kiwifruit, green, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G
168177,"Pears, asian, raw",9,1003,Protein,0.5,G
168177,"Pears, asian, raw",9,1004,Total lipid (fat),0.23,G
168177,"Pears, asian, raw",9,1005,"Carbohydrate, by difference",10.65,G
168177,"Pears, asian, raw",9,1008,Energy,42.0,KCAL
168177,"Pears, asian, raw",9,1087,"Calcium, Ca",4.0,MG
168177,"Pears, asian, raw",9,1088,"Chlorine, Cl",0.0,MG
168177,"Pears, asian, raw",9,1089,"Iron, Fe",0.0,MG
168177,"Pears, asian, raw",9,1090,"Magnesium, Mg",8.0,MG
168177,"Pears, asian, raw",9,1091,"Phosphorus, P",11.0,MG
168177,"Pears, asian, raw",9,1092,"Potassium, K",121.0,MG
168177,"Pears, asian, raw",9,1093,"Sodium, Na",0.0,MG
168177,"Pears, asian, raw",9,1095,"Zinc, Zn",0.02,MG
168177,"Pears, asian, raw",9,1098,"Copper, Cu",0.05,MG
168177,"Pears, asian, raw",9,1100,"Iodine, I",0.0,UG
168177,"Pears, asian, raw",9,1101,"Manganese, Mn",0.06,MG
168177,"Pears, asian, raw",9,1103,"Selenium, Se",0.1,UG
168177,"Pears, asian, raw",9,1104,"Vitamin A, IU",0.0,IU
168177,"Pears, asian, raw",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU
168177,"Pears, asian, raw",9,1109,Vitamin E (alpha-tocopherol),0.12,MG
168177,"Pears, asian, raw",9,1165,Thiamin,0.009,MG
168177,"Pears, asian, raw",9,1166,Riboflavin,0.01,MG
168177,"Pears, asian, raw",9,1167,Niacin,0.219,MG
168177,"Pears, asian, raw",9,1170,Pantothenic acid,0.07,MG
168177,"Pears, asian, raw",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG
168177,"Pears, asian, raw",9,1178,Vitamin B-12,0.0,UG
168177,"Pears, asian, raw",9,1180,"Choline, total",5.1,MG
168177,"Pears, asian, raw",9,1186,Folic acid,0.0,UG
168177,"Pears, asian, raw",9,1210,Tryptophan,0.005,G
168177,"Pears, asian, raw",9,1211,Threonine,0.013,G
168177,"Pears, asian, raw",9,1212,Isoleucine,0.014,G
168177,"Pears, asian, raw",9,1213,Leucine,0.025,G
168177,"Pears, asian, raw",9,1214,Lysine,0.017,G
168177,"Pears, asian, raw",9,1215,Methionine,0.006,G
168177,"Pears, asian, raw",9,1217,Phenylalanine,0.013,G
168177,"Pears, asian, raw",9,1219,Valine,0.018,G
168177,"Pears, asian, raw",9,1220,Arginine,0.009,G
168177,"Pears, asian, raw",9,1221,Histidine,0.005,G
168177,"Pears, asian, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G
168177,"Pears, asian, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G
168177,"Pears, asian, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G
168177,"Pears, asian, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G
168177,"Pears, asian, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G
168177,"Pears, asian, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G
169092,"Melons, cantaloupe, raw",9,1003,Protein,0.84,G
169092,"Melons, cantaloupe, raw",9,1004,Total lipid (fat),0.19,G
169092,"Melons, cantaloupe, raw",9,1005,"Carbohydrate, by difference",8.16,G
169092,"Melons, cantaloupe, raw",9,1008,Energy,34.0,KCAL
169092,"Melons, cantaloupe, raw",9,1087,"Calcium, Ca",9.0,MG
169092,"Melons, cantaloupe, raw",9,1088,"Chlorine, Cl",0.0,MG
169092,"Melons, cantaloupe, raw",9,1089,"Iron, Fe",0.21,MG
169092,"Melons, cantaloupe, raw",9,1090,"Magnesium, Mg",12.0,MG
169092,"Melons, cantaloupe, raw",9,1091,"Phosphorus, P",15.0,MG
169092,"Melons, cantaloupe, raw",9,1092,"Potassium, K",267.0,MG
169092,"Melons, cantaloupe, raw",9,1093,"Sodium, Na",16.0,MG
169092,"Melons, cantaloupe, raw",9,1095,"Zinc, Zn",0.18,MG
169092,"Melons, cantaloupe, raw",9,1098,"Copper, Cu",0.041,MG
169092,"Melons, cantaloupe, raw",9,1100,"Iodine, I",0.0,UG
169092,"Melons, cantaloupe, raw",9,1101,"Manganese, Mn",0.041,MG
169092,"Melons, cantaloupe, raw",9,1103,"Selenium, Se",0.4,UG
169092,"Melons, cantaloupe, raw",9,1104,"Vitamin A, IU",3382.0,IU
169092,"Melons, cantaloupe, raw",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU
169092,"Melons, cantaloupe, raw",9,1109,Vitamin E (alpha-tocopherol),0.05,MG
169092,"Melons, cantaloupe, raw",9,1165,Thiamin,0.041,MG
169092,"Melons, cantaloupe, raw",9,1166,Riboflavin,0.019,MG
169092,"Melons, cantaloupe, raw",9,1167,Niacin,0.734,MG
169092,"Melons, cantaloupe, raw",9,1170,Pantothenic acid,0.105,MG
169092,"Melons, cantaloupe, raw",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG
169092,"Melons, cantaloupe, raw",9,1178,Vitamin B-12,0.0,UG
169092,"Melons, cantaloupe, raw",9,1180,"Choline, total",7.6,MG
169092,"Melons, cantaloupe, raw",9,1186,Folic acid,0.0,UG
169092,"Melons, cantaloupe, raw",9,1210,Tryptophan,0.002,G
169092,"Melons, cantaloupe, raw",9,1211,Threonine,0.017,G
169092,"Melons, cantaloupe, raw",9,1212,Isoleucine,0.021,G
169092,"Melons, cantaloupe, raw",9,1213,Leucine,0.029,G
169092,"Melons, cantaloupe, raw",9,1214,Lysine,0.03,G
169092,"Melons, cantaloupe, raw",9,1215,Methionine,0.012,G
169092,"Melons, cantaloupe, raw",9,1217,Phenylalanine,0.023,G
169092,"Melons, cantaloupe, raw",9,1219,Valine,0.033,G
169092,"Melons, cantaloupe, raw",9,1220,Arginine,0.029,G
169092,"Melons, cantaloupe, raw",9,1221,Histidine,0.015,G
169092,"Melons, cantaloupe, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G
169092,"Melons, cantaloupe, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G
169092,"Melons, cantaloupe, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G
169092,"Melons, cantaloupe, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G
169092,"Melons, cantaloupe, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G
169092,"Melons, cantaloupe, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G
169097,"Oranges, raw, all commercial varieties",9,1003,Protein,0.94,G
169097,"Oranges, raw, all commercial varieties",9,1004,Total lipid (fat),0.12,G
169097,"Oranges, raw, all commercial varieties",9,1005,"Carbohydrate, by difference",11.75,G
169097,"Oranges, raw, all commercial varieties",9,1008,Energy,47.0,KCAL
169097,"Oranges, raw, all commercial varieties",9,1087,"Calcium, Ca",40.0,MG
169097,"Oranges, raw, all commercial varieties",9,1088,"Chlorine, Cl",0.0,MG
169097,"Oranges, raw, all commercial varieties",9,1089,"Iron, Fe",0.1,MG
169097,"Oranges, raw, all commercial varieties",9,1090,"Magnesium, Mg",10.0,MG
169097,"Oranges, raw, all commercial varieties",9,1091,"Phosphorus, P",14.0,MG
169097,"Oranges, raw, all commercial varieties",9,1092,"Potassium, K",181.0,MG
169097,"Oranges, raw, all commercial varieties",9,1093,"Sodium, Na",0.0,MG
169097,"Oranges, raw, all commercial varieties",9,1095,"Zinc, Zn",0.07,MG
169097,"Oranges, raw, all commercial varieties",9,1098,"Copper, Cu",0.045,MG
169097,"Oranges, raw, all commercial varieties",9,1100,"Iodine, I",0.0,UG
169097,"Oranges, raw, all commercial varieties",9,1101,"Manganese, Mn",0.025,MG
169097,"Oranges, raw, all commercial varieties",9,1103,"Selenium, Se",0.5,UG
169097,"Oranges, raw, all commercial varieties",9,1104,"Vitamin A, IU",225.0,IU
169097,"Oranges, raw, all commercial varieties",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU
169097,"Oranges, raw, all commercial varieties",9,1109,Vitamin E (alpha-tocopherol),0.18,MG
169097,"Oranges, raw, all commercial varieties",9,1165,Thiamin,0.087,MG
169097,"Oranges, raw, all commercial varieties",9,1166,Riboflavin,0.04,MG
169097,"Oranges, raw, all commercial varieties",9,1167,Niacin,0.282,MG
